GEOPOINT,GEOID,NAME,NAMELSAD,STUSAB
33.6061291442; -99.7414270482,48275,Knox,Knox County,TX
42.2643746213; -97.6012905205,31139,Pierce,Pierce County,NE
41.1377184724; -87.8618317846,17091,Kankakee,Kankakee County,IL
46.1117848382; -99.4411921853,38051,McIntosh,McIntosh County,ND
43.99606769; -86.5450922685,26105,Mason,Mason County,MI
37.1913959707; -101.799252231,20129,Morton,Morton County,KS
35.350171951; -83.833581803,37075,Graham,Graham County,NC
40.1758305125; -100.476864817,31145,Red Willow,Red Willow County,NE
35.3711477472; -85.4105869053,47153,Sequatchie,Sequatchie County,TN
38.4603650792; -91.8618379561,29151,Osage,Osage County,MO
18.2235175389; -65.9088978011,72077,Juncos,Juncos Municipio,PR
37.8549014253; -111.443134948,49017,Garfield,Garfield County,UT
34.1319410705; -86.8676194614,1043,Cullman,Cullman County,AL
31.6332182103; -89.5526288201,28031,Covington,Covington County,MS
37.9700757707; -85.6958570326,21029,Bullitt,Bullitt County,KY
39.0655884308; -93.7855426585,29107,Lafayette,Lafayette County,MO
17.9979419359; -65.895344489,72095,Maunabo,Maunabo Municipio,PR
37.753378564; -85.1747465425,21229,Washington,Washington County,KY
45.5803502555; -103.495767454,46063,Harding,Harding County,SD
43.6714700417; -92.7525135871,27099,Mower,Mower County,MN
35.5515100533; -97.4072328405,40109,Oklahoma,Oklahoma County,OK
43.2906788284; -91.8437036051,19191,Winneshiek,Winneshiek County,IA
36.7669858485; -78.9366028156,51083,Halifax,Halifax County,VA
36.3586360305; -76.9807147831,37091,Hertford,Hertford County,NC
44.2842861611; -92.2302602596,27157,Wabasha,Wabasha County,MN
35.3686291614; -78.8694125204,37085,Harnett,Harnett County,NC
47.7878782632; -104.561358367,30083,Richland,Richland County,MT
39.7581742368; -89.6589101835,17167,Sangamon,Sangamon County,IL
18.441029345; -66.79771506,72065,Hatillo,Hatillo Municipio,PR
35.9932063802; -83.9370903322,47093,Knox,Knox County,TN
35.5178069265; -78.3657109025,37101,Johnston,Johnston County,NC
42.3230756866; -88.8233754157,17007,Boone,Boone County,IL
39.7155561425; -90.2015195408,17137,Morgan,Morgan County,IL
36.3449979328; -85.2880811587,47133,Overton,Overton County,TN
34.0776481589; -100.278743804,48101,Cottle,Cottle County,TX
37.2701399985; -92.4687042487,29229,Wright,Wright County,MO
37.0584319295; -88.9993411296,21007,Ballard,Ballard County,KY
37.0635610525; -80.714385637,51155,Pulaski,Pulaski County,VA
40.8551525027; -99.0749662354,31019,Buffalo,Buffalo County,NE
33.6639660687; -93.3071433023,5099,Nevada,Nevada County,AR
41.4995416587; -81.1786546043,39055,Geauga,Geauga County,OH
43.0354526887; -73.0929606243,50003,Bennington,Bennington County,VT
64.8354505226; -164.244322616,2180,Nome,Nome Census Area,AK
37.8418945509; -78.2771863744,51065,Fluvanna,Fluvanna County,VA
41.3975800161; -84.999084282,18033,DeKalb,DeKalb County,IN
34.4416706415; -87.8438119782,1059,Franklin,Franklin County,AL
45.9989328531; -85.0094165914,26097,Mackinac,Mackinac County,MI
38.3987832635; -87.2321643219,18125,Pike,Pike County,IN
31.0270650231; -96.5127823741,48395,Robertson,Robertson County,TX
42.6603998737; -83.385817604,26125,Oakland,Oakland County,MI
37.4536881105; -96.2440866545,20049,Elk,Elk County,KS
38.7080111869; -86.8030654716,18101,Martin,Martin County,IN
18.4415684375; -66.1388392614,72033,Cataño,Cataño Municipio,PR
41.567305883; -98.9819022019,31175,Valley,Valley County,NE
39.6036746811; -77.8139806631,24043,Washington,Washington County,MD
37.6259310585; -109.804623139,49037,San Juan,San Juan County,UT
32.0457484071; -82.0581758793,13267,Tattnall,Tattnall County,GA
32.7358650208; -98.8361731572,48429,Stephens,Stephens County,TX
47.5762161196; -118.418728999,53043,Lincoln,Lincoln County,WA
33.2292799721; -82.6107022318,13125,Glascock,Glascock County,GA
38.3623255596; -79.5685441465,51091,Highland,Highland County,VA
31.4838062078; -81.3755663746,13191,McIntosh,McIntosh County,GA
35.332466935; -79.9054790812,37123,Montgomery,Montgomery County,NC
32.847853212; -86.718813672,1021,Chilton,Chilton County,AL
36.4148205561; -80.6880779273,37171,Surry,Surry County,NC
46.8605284936; -105.378007019,30079,Prairie,Prairie County,MT
43.2842837871; -91.3780922862,19005,Allamakee,Allamakee County,IA
30.7057400268; -98.6840973495,48299,Llano,Llano County,TX
37.2864000021; -80.0554750445,51775,Salem,Salem city,VA
37.1742907521; -80.3872154427,51121,Montgomery,Montgomery County,VA
33.9153518869; -108.404762399,35003,Catron,Catron County,NM
45.5251213571; -87.5096840021,26109,Menominee,Menominee County,MI
41.6438678779; -85.000764854,18151,Steuben,Steuben County,IN
33.5441179101; -82.2640527023,13073,Columbia,Columbia County,GA
33.3862927393; -95.6722708168,48119,Delta,Delta County,TX
39.2509849786; -82.4853500567,39163,Vinton,Vinton County,OH
18.3233669794; -65.3008009927,72049,Culebra,Culebra Municipio,PR
34.3508983325; -82.9642475976,13147,Hart,Hart County,GA
39.2310459341; -89.4788485523,17135,Montgomery,Montgomery County,IL
47.0221845765; -89.4347315443,26131,Ontonagon,Ontonagon County,MI
44.4917990421; -123.429249066,41003,Benton,Benton County,OR
40.6520516443; -79.0875470867,42063,Indiana,Indiana County,PA
40.3546685834; -93.9920637276,29081,Harrison,Harrison County,MO
35.3867940405; -80.5518508851,37025,Cabarrus,Cabarrus County,NC
27.3863036127; -80.888585011,12093,Okeechobee,Okeechobee County,FL
34.2687844437; -91.9315146225,5069,Jefferson,Jefferson County,AR
45.1739317274; -93.9630531168,27171,Wright,Wright County,MN
39.8538114574; -87.4639782841,18165,Vermillion,Vermillion County,IN
38.5064964441; -122.330538465,6055,Napa,Napa County,CA
40.9097216232; -96.1408663039,31025,Cass,Cass County,NE
46.4954898595; -89.7954717926,26053,Gogebic,Gogebic County,MI
33.3489778227; -112.491486812,4013,Maricopa,Maricopa County,AZ
40.0274157084; -89.8021776433,17129,Menard,Menard County,IL
36.9462101355; -78.240565851,51111,Lunenburg,Lunenburg County,VA
32.097399026; -111.789863499,4019,Pima,Pima County,AZ
42.2092885613; -97.11926027,31179,Wayne,Wayne County,NE
39.0023855083; -96.7525021968,20061,Geary,Geary County,KS
39.4722125305; -77.3979843347,24021,Frederick,Frederick County,MD
38.2669127871; -121.940024418,6095,Solano,Solano County,CA
38.4789639679; -98.756464293,20009,Barton,Barton County,KS
31.9131719625; -89.9194880948,28127,Simpson,Simpson County,MS
30.789951647; -89.1177101979,28131,Stone,Stone County,MS
37.322190727; -90.0259472067,29017,Bollinger,Bollinger County,MO
32.4344414462; -83.3278388255,13023,Bleckley,Bleckley County,GA
37.7812707517; -96.8390654617,20015,Butler,Butler County,KS
32.2641243634; -89.9457980719,28121,Rankin,Rankin County,MS
35.2399169268; -87.7880131637,47181,Wayne,Wayne County,TN
41.3352034594; -92.6409093578,19123,Mahaska,Mahaska County,IA
33.4529935799; -84.1541806022,13151,Henry,Henry County,GA
35.4247444764; -84.6174748904,47107,McMinn,McMinn County,TN
34.7280450543; -96.6843760531,40123,Pontotoc,Pontotoc County,OK
35.869381374; -106.307385105,35028,Los Alamos,Los Alamos County,NM
18.3392710487; -67.2646843224,72117,Rincón,Rincón Municipio,PR
42.48553813; -71.3917424712,25017,Middlesex,Middlesex County,MA
31.6159802631; -94.6158732578,48347,Nacogdoches,Nacogdoches County,TX
31.5333740309; -84.2162536823,13095,Dougherty,Dougherty County,GA
32.0196107831; -88.2632012743,1023,Choctaw,Choctaw County,AL
37.6917036301; -99.8879423784,20057,Ford,Ford County,KS
33.1235144947; -90.0920506122,28051,Holmes,Holmes County,MS
34.9737894417; -80.102712026,37007,Anson,Anson County,NC
59.0758951471; -135.470092205,2100,Haines,Haines Borough,AK
18.3275819493; -64.7377153693,78020,St. John,St. John Island,VI
31.944249197; -92.6367652262,22127,Winn,Winn Parish,LA
40.4809952692; -78.3486041534,42013,Blair,Blair County,PA
42.2838809992; -113.600088287,16031,Cassia,Cassia County,ID
39.9338060484; -117.037908401,32015,Lander,Lander County,NV
42.9022816291; -74.4396826879,36057,Montgomery,Montgomery County,NY
46.482373828; -94.0708780275,27035,Crow Wing,Crow Wing County,MN
36.6528169511; -90.8638843452,29181,Ripley,Ripley County,MO
35.8694070017; -76.1704523585,37177,Tyrrell,Tyrrell County,NC
31.7742624158; -98.999794176,48049,Brown,Brown County,TX
41.6845893285; -94.905822196,19009,Audubon,Audubon County,IA
34.9238618899; -95.7484141356,40121,Pittsburg,Pittsburg County,OK
40.1905621824; -92.6007190462,29001,Adair,Adair County,MO
37.0940663146; -83.3811399511,21131,Leslie,Leslie County,KY
47.589861371; -92.4614657054,27137,St. Louis,St. Louis County,MN
41.4525115243; -82.1514904737,39093,Lorain,Lorain County,OH
36.5254454743; -86.8705670582,47147,Robertson,Robertson County,TN
42.6727950993; -82.9101752594,26099,Macomb,Macomb County,MI
48.4326760914; -108.958601602,30005,Blaine,Blaine County,MT
38.843539656; -92.8101191097,29053,Cooper,Cooper County,MO
38.7747231232; -79.8757955735,54083,Randolph,Randolph County,WV
34.7884475042; -84.7480935785,13213,Murray,Murray County,GA
33.7714324565; -85.8260308543,1015,Calhoun,Calhoun County,AL
39.6669293633; -121.600671735,6007,Butte,Butte County,CA
46.120767065; -92.7412705154,27115,Pine,Pine County,MN
32.3472191955; -93.0559517637,22013,Bienville,Bienville Parish,LA
34.7356590026; -85.3009850599,13295,Walker,Walker County,GA
42.7315661359; -92.7901934384,19023,Butler,Butler County,IA
38.8355168847; -91.92602044,29027,Callaway,Callaway County,MO
30.0195666061; -83.6189726465,12123,Taylor,Taylor County,FL
46.3339973594; -104.417423806,30025,Fallon,Fallon County,MT
43.8060821062; -70.3302006275,23005,Cumberland,Cumberland County,ME
29.9830664456; -81.8578845259,12019,Clay,Clay County,FL
32.9881100057; -81.3582013406,45005,Allendale,Allendale County,SC
33.7699538621; -89.8020061532,28043,Grenada,Grenada County,MS
37.7873807102; -78.8868222264,51125,Nelson,Nelson County,VA
40.5244322568; -98.0512842475,31035,Clay,Clay County,NE
30.4867787311; -99.7486955832,48267,Kimble,Kimble County,TX
43.6468567079; -84.3881091147,26111,Midland,Midland County,MI
37.6979246033; -85.9633719015,21093,Hardin,Hardin County,KY
35.5069269541; -105.976273211,35049,Santa Fe,Santa Fe County,NM
32.2222882576; -97.7743353973,48425,Somervell,Somervell County,TX
40.1250638959; -95.7175305402,31147,Richardson,Richardson County,NE
35.1754531586; -88.5636398807,47109,McNairy,McNairy County,TN
39.9695461474; -83.0092981418,39049,Franklin,Franklin County,OH
32.4205841079; -81.0221137598,45053,Jasper,Jasper County,SC
45.0710105947; -99.1452534374,46049,Faulk,Faulk County,SD
36.3960127906; -79.7749871967,37157,Rockingham,Rockingham County,NC
44.6294210298; -121.176237426,41031,Jefferson,Jefferson County,OR
31.1961909998; -98.2414446434,48281,Lampasas,Lampasas County,TX
15.1992652149; 145.777379252,69110,Saipan,Saipan Municipality,MP
40.5300832055; -100.394202624,31063,Frontier,Frontier County,NE
35.1993218755; -94.2741206259,5131,Sebastian,Sebastian County,AR
28.0087830727; -97.5182740096,48409,San Patricio,San Patricio County,TX
29.905528266; -90.3582204731,22089,St. Charles,St. Charles Parish,LA
39.5804001016; -120.515996378,6091,Sierra,Sierra County,CA
35.1808755183; -85.1647566085,47065,Hamilton,Hamilton County,TN
42.3486893925; -70.9856096697,25025,Suffolk,Suffolk County,MA
40.4037747348; -91.1646955496,17067,Hancock,Hancock County,IL
40.4908916187; -88.847324278,17113,McLean,McLean County,IL
44.9465839939; -91.896403608,55033,Dunn,Dunn County,WI
41.6487307494; -75.3032577124,42127,Wayne,Wayne County,PA
47.8805838786; -110.435223803,30015,Chouteau,Chouteau County,MT
36.4816684795; -103.470970513,35059,Union,Union County,NM
34.6402420514; -79.1038649277,37155,Robeson,Robeson County,NC
35.2153385104; -93.7162169926,5083,Logan,Logan County,AR
33.3121471783; -93.8915614277,5091,Miller,Miller County,AR
34.2908080523; -91.3749047506,5001,Arkansas,Arkansas County,AR
35.7103417044; -79.8060069064,37151,Randolph,Randolph County,NC
35.7029694977; -96.8808913751,40081,Lincoln,Lincoln County,OK
38.0218915518; -87.8684711826,18129,Posey,Posey County,IN
41.1923895368; -79.4209635408,42031,Clarion,Clarion County,PA
43.6743108455; -97.3684431809,46087,McCook,McCook County,SD
40.61842222; -108.207290604,8081,Moffat,Moffat County,CO
37.7393195914; -83.4931751504,21237,Wolfe,Wolfe County,KY
33.1973239343; -79.952159639,45015,Berkeley,Berkeley County,SC
39.7273470786; -81.0829177077,39111,Monroe,Monroe County,OH
46.8923435535; -96.4906494764,27027,Clay,Clay County,MN
27.1863023348; -81.8094429515,12027,DeSoto,DeSoto County,FL
38.4729724659; -105.439657054,8043,Fremont,Fremont County,CO
37.7216505795; -77.9158559223,51075,Goochland,Goochland County,VA
45.5403894994; -111.170368946,30031,Gallatin,Gallatin County,MT
41.1868968805; -97.5684211292,31143,Polk,Polk County,NE
39.8777172962; -74.6680674072,34005,Burlington,Burlington County,NJ
44.6894956175; -71.3055333389,33007,Coos,Coos County,NH
33.4457647387; -94.4233195808,48037,Bowie,Bowie County,TX
35.1675045158; -96.615493743,40133,Seminole,Seminole County,OK
39.4421951904; -114.901684451,32033,White Pine,White Pine County,NV
31.9229299181; -83.768102221,13081,Crisp,Crisp County,GA
42.9127722362; -75.6696638191,36053,Madison,Madison County,NY
39.4899707456; -86.1016367881,18081,Johnson,Johnson County,IN
37.1126355072; -90.4614294536,29223,Wayne,Wayne County,MO
43.0901474299; -83.2217837238,26087,Lapeer,Lapeer County,MI
32.822693435; -92.9957332424,22027,Claiborne,Claiborne Parish,LA
35.9731784168; -88.4502607461,47017,Carroll,Carroll County,TN
32.3533781815; -84.5246378869,13197,Marion,Marion County,GA
39.4401679837; -92.4970779756,29175,Randolph,Randolph County,MO
43.9416929041; -122.876213921,41039,Lane,Lane County,OR
42.2197672573; -103.085681934,31013,Box Butte,Box Butte County,NE
36.7231381944; -88.6512057677,21083,Graves,Graves County,KY
34.0071879577; -106.930399241,35053,Socorro,Socorro County,NM
41.8963811411; -80.759010793,39007,Ashtabula,Ashtabula County,OH
33.0548441405; -82.4181514496,13163,Jefferson,Jefferson County,GA
48.399068947; -117.855153321,53065,Stevens,Stevens County,WA
38.7477765207; -111.804508601,49041,Sevier,Sevier County,UT
43.9606082888; -100.689719816,46075,Jones,Jones County,SD
39.1735054386; -78.1746435555,51840,Winchester,Winchester city,VA
31.5502158141; -90.1069711692,28077,Lawrence,Lawrence County,MS
18.0007459428; -65.9888491633,72109,Patillas,Patillas Municipio,PR
44.4091601365; -69.767264396,23011,Kennebec,Kennebec County,ME
38.5951729912; -83.8242451537,21161,Mason,Mason County,KY
34.965417596; -100.813991608,48129,Donley,Donley County,TX
59.7139951133; -158.348270189,2070,Dillingham,Dillingham Census Area,AK
34.7045808679; -97.3093236805,40049,Garvin,Garvin County,OK
38.9967401872; -110.700630808,49015,Emery,Emery County,UT
35.9066686938; -94.9996891482,40021,Cherokee,Cherokee County,OK
42.0358492263; -92.9987713463,19127,Marshall,Marshall County,IA
43.4162950523; -88.7075067352,55027,Dodge,Dodge County,WI
37.2180440575; -119.762644507,6039,Madera,Madera County,CA
46.3813014184; -109.175062005,30037,Golden Valley,Golden Valley County,MT
38.080066116; -75.8534705783,24039,Somerset,Somerset County,MD
41.9169237189; -97.1939149855,31167,Stanton,Stanton County,NE
36.6758560817; -77.5595928743,51081,Greensville,Greensville County,VA
38.5315416285; -83.3780560683,21135,Lewis,Lewis County,KY
39.2356038944; -76.0958206019,24029,Kent,Kent County,MD
32.1822155495; -107.749771928,35029,Luna,Luna County,NM
44.3696796109; -96.7904210084,46011,Brookings,Brookings County,SD
35.5806641869; -108.26182312,35031,McKinley,McKinley County,NM
45.8373643273; -69.2845234425,23021,Piscataquis,Piscataquis County,ME
40.2108261137; -75.3672936402,42091,Montgomery,Montgomery County,PA
44.0428854726; -83.7472418424,26011,Arenac,Arenac County,MI
47.1444090738; -123.828620824,53027,Grays Harbor,Grays Harbor County,WA
37.5622507408; -100.871191808,20081,Haskell,Haskell County,KS
38.8978264216; -80.2334232097,54097,Upshur,Upshur County,WV
18.1029234107; -66.1495019535,72035,Cayey,Cayey Municipio,PR
40.561195332; -81.9293594987,39075,Holmes,Holmes County,OH
28.0626646156; -81.1494997552,12097,Osceola,Osceola County,FL
43.3756405374; -90.4294834242,55103,Richland,Richland County,WI
44.7899892755; -106.879383134,56033,Sheridan,Sheridan County,WY
32.7666300195; -96.7778770663,48113,Dallas,Dallas County,TX
42.4935106026; -75.6115785175,36017,Chenango,Chenango County,NY
41.3433818683; -77.0645062464,42081,Lycoming,Lycoming County,PA
31.7342053896; -91.0371787166,28063,Jefferson,Jefferson County,MS
46.2114698469; -107.271623165,30103,Treasure,Treasure County,MT
44.5668319195; -102.71686602,46093,Meade,Meade County,SD
38.8320890915; -104.525584561,8041,El Paso,El Paso County,CO
34.8297827954; -91.5527759528,5117,Prairie,Prairie County,AR
44.9741566636; -70.4440737272,23007,Franklin,Franklin County,ME
37.9413779683; -83.5988719199,21165,Menifee,Menifee County,KY
45.5024976764; -85.373250216,26029,Charlevoix,Charlevoix County,MI
39.4275866129; -84.166754367,39165,Warren,Warren County,OH
40.3987652449; -82.4215337501,39083,Knox,Knox County,OH
36.7054264259; -83.1286182436,51105,Lee,Lee County,VA
41.1393753356; -85.505117935,18183,Whitley,Whitley County,IN
33.171357538; -92.5972913761,5139,Union,Union County,AR
39.6497752303; -104.339234024,8005,Arapahoe,Arapahoe County,CO
46.6588181292; -68.5988785527,23003,Aroostook,Aroostook County,ME
31.5696411088; -89.8230024414,28065,Jefferson Davis,Jefferson Davis County,MS
35.1970807469; -89.4143720339,47047,Fayette,Fayette County,TN
42.6367815449; -97.8918968398,31107,Knox,Knox County,NE
45.5600908408; -123.098321728,41067,Washington,Washington County,OR
42.990603511; -72.7137985374,50025,Windham,Windham County,VT
35.8598655553; -92.1567129536,5137,Stone,Stone County,AR
39.580876381; -118.335778874,32001,Churchill,Churchill County,NV
41.4353818043; -72.5231194296,9007,Middlesex,Middlesex County,CT
39.7847564917; -100.459899544,20039,Decatur,Decatur County,KS
39.6203734727; -81.8526618984,39115,Morgan,Morgan County,OH
38.4561871377; -96.1526397502,20111,Lyon,Lyon County,KS
35.4855950234; -81.2235326264,37109,Lincoln,Lincoln County,NC
32.1217203314; -82.3312929099,13279,Toombs,Toombs County,GA
40.3469033297; -87.3533144839,18171,Warren,Warren County,IN
